time_s,body,x_m,y_m,vx_m_s,vy_m_s,speed_m_s,radius_from_central_m,kinetic_J,potential_J,total_energy_J,angular_momentum_kg_m2_s
432000.0,Planet,-17100569198.910059,207564281477.09973,-18214.57755022034,-2841.170578299341,18434.833484140414,220777544928.61057,8.986470688516797e+38,-1.9131306780625844e+39,-1.0144836092109047e+39,6.942480172848452e+45
432000.0,Perturber,233225706977.60532,-152624894406.30038,6546.1399652720365,13438.154521224245,14947.77392728534,350374212064.2087,8.986470688516797e+38,-1.9131306780625844e+39,-1.0144836092109047e+39,6.942480172848452e+45
518400.0,StarA,-83358763881.02551,-4815257511.334829,2795.4400034646487,-21357.011673191868,21539.18365263234,0.0,8.984261944605868e+38,-1.9129098032143126e+39,-1.0144836087537258e+39,6.942480172848454e+45
518400.0,StarB,64656360940.38462,16930488109.00972,-3300.77668824905,20267.391410217933,20534.416994905507,149603992688.97324,8.984261944605868e+38,-1.9129098032143126e+39,-1.0144836087537258e+39,6.942480172848454e+45
518400.0,Planet,-18672716950.820442,207298515673.21692,-18176.631725716146,-3310.9481170146328,18475.722403356074,221757835131.12714,8.984261944605868e+38,-1.9129098032143126e+39,-1.0144836087537258e+39,6.942480172848454e+45
518400.0,Perturber,233781438805.81952,-151455947556.0934,6318.0733588715475,13620.501890929187,15014.530386558481,349401488458.5584,8.984261944605868e+38,-1.9129098032143126e+39,-1.0144836087537258e+39,6.942480172848454e+45
604800.0,StarA,-83095071662.748,-6657245925.1039295,3308.224757688008,-21279.52599342187,21535.14749315864,0.0,8.982151783062175e+38,-1.9126987866045812e+39,-1.0144836082983637e+39,6.942480172848452e+45
604800.0,StarB,64349795018.167015,18677708336.45716,-3795.3382786917205,20175.462143203276,20529.341571066794,149605643670.2446,8.982151783062175e+38,-1.9126987866045812e+39,-1.0144836082983637e+39,6.942480172848452e+45
604800.0,Planet,-20241304318.33132,206992125087.77728,-18132.152636914183,-3781.584262690125,18522.293021766487,222703052973.20428,8.982151783062175e+38,-1.9126987866045812e+39,-1.0144836082983637e+39,6.942480172848452e+45
604800.0,Perturber,234317477883.02914,-150271322221.62302,6090.280471884214,13801.082069375148,15085.137802215875,348390197220.9506,8.982151783062175e+38,-1.9126987866045812e+39,-1.0144836082983637e+39,6.942480172848452e+45
691200.0,StarA,-82787161335.61923,-8492007812.608992,3818.9573860068076,-21189.740192032157,21531.12920684744,0.0,8.980150794513545e+38,-1.9124986872973965e+39,-1.014483607846042e+39,6.94248017284845e+45
691200.0,StarB,64000584670.6551,20416460224.487167,-4287.865500040831,20071.374275241847,20524.274794576315,149607292274.99008,8.980150794513545e+38,-1.9124986872973965e+39,-1.014483607846042e+39,6.94248017284845e+45
691200.0,Planet,-21805764500.370716,206645029066.47372,-18081.084915481908,-4253.229075924079,18574.59526593119,223612780039.71472,8.980150794513545e+38,-1.9124986872973965e+39,-1.014483607846042e+39,6.94248017284845e+45
691200.0,Perturber,234833845605.8856,-149071171166.35254,5862.709050324475,13979.893315145682,15159.44505948722,347340762393.0338,8.980150794513545e+38,-1.9124986872973965e+39,-1.014483607846042e+39,6.94248017284845e+45
777600.0,StarA,-82435222944.68826,-10318482901.048267,4327.343295236079,-21087.712347747503,21527.134320577068,0.0,8.978269506818229e+38,-1.912310558079763e+39,-1.01448360739794e+39,6.94248017284845e+45
777600.0,StarB,63608918591.09357,22145695732.635963,-4778.059528913305,19955.185994761956,20519.24221182115,149608870630.3314,8.978269506818229e+38,-1.912310558079763e+39,-1.01448360739794e+39,6.94248017284845e+45
777600.0,Planet,-23365525524.9113,206257133914.82294,-18023.36419245068,-4726.034402098017,18632.68788939286,224486585239.3837,8.978269506818229e+38,-1.912310558079763e+39,-1.01448360739794e+39,6.94248017284845e+45
777600.0,Perturber,235330558828.9964,-147855647287.4716,5635.306211882821,14156.93426834767,15237.305010401336,346253611755.4574,8.978269506818229e+38,-1.912310558079763e+39,-1.01448360739794e+39,6.94248017284845e+45
864000.0,StarA,-82039471897.17,-12135616237.71685,4833.090017667365,-20973.50751493083,21523.168368010687,0.0,8.976518371225146e+38,-1.912135444077714e+39,-1.0144836069551993e+39,6.942480172848453e+45
864000.0,StarB,63175011202.49357,23864372148.79772,-5265.623618774133,19826.962438143113,20514.268975962314,149610311361.656,8.976518371225146e+38,-1.912135444077714e+39,-1.0144836069551993e+39,6.942480172848453e+45
864000.0,Planet,-24920009460.72176,205828332731.03384,-17958.916846341235,-5200.154172199927,18696.63867406244,225324024549.27213,8.976518371225146e+38,-1.912135444077714e+39,-1.0144836069551993e+39,6.942480172848453e+45
864000.0,Perturber,235807629811.51526,-146624903584.4419,5408.018465699481,14332.203915331827,15318.574763861014,345129176505.9009,8.976518371225146e+38,-1.912135444077714e+39,-1.0144836069551993e+39,6.942480172848453e+45
950400.0,StarA,-81600148772.17397,-13942358788.246037,5335.907363501618,-20847.197620069855,21519.236882429566,0.0,8.974907749400788e+38,-1.911974381458997e+39,-1.0144836065189181e+39,6.94248017284845e+45
950400.0,StarB,62699102471.5034,25571452685.199177,-5750.263253700599,19686.77558917403,20509.379819618094,149611547704.86432,8.974907749400788e+38,-1.911974381458997e+39,-1.0144836065189181e+39,6.94248017284845e+45
950400.0,Planet,-26468631605.62457,205358505212.45316,-17887.659710818672,-5675.744713903126,18766.52466461078,226124640710.6901,8.974907749400788e+38,-1.911974381458997e+39,-1.0144836065189181e+39,6.94248017284845e+45
950400.0,Perturber,236265066165.30453,-145379093130.67352,5180.791728983931,14505.701551573688,15403.115932902523,343967890946.01733,8.974907749400788e+38,-1.911974381458997e+39,-1.0144836065189181e+39,6.94248017284845e+45
1036800.0,StarA,-81117519117.52812,-15737668025.809906,5835.507567158483,-20708.86135626263,21515.345389727576,0.0,8.973447901304393e+38,-1.9118283962205895e+39,-1.0144836060901502e+39,6.94248017284845e+45
1036800.0,StarB,62181457709.27053,27265907065.60387,-6231.686295767278,19534.704176640345,20504.599029430043,149612513615.1727,8.973447901304393e+38,-1.9118283962205895e+39,-1.0144836060901502e+39,6.94248017284845e+45
1036800.0,Planet,-28010799647.658493,204847517434.63257,-17809.49973937577,-6152.965074537095,18842.432437859472,226887962874.78372,8.973447901304393e+38,-1.9118283962205895e+39,-1.0144836060901502e+39,6.94248017284845e+45
1036800.0,Perturber,236702870804.3958,-144118369048.47882,4953.571340436466,14677.426742920336,15490.794841407802,342770192177.20154,8.973447901304393e+38,-1.9118283962205895e+39,-1.0144836060901502e+39,6.94248017284845e+45
1123200.0,StarA,-80591873234.22195,-17520508511.14262,6331.605427572402,-20558.584076079896,21511.499401569155,0.0,8.972148973890657e+38,-1.9116985030589744e+39,-1.0144836056699087e+39,6.942480172848454e+45
1123200.0,StarB,61622367359.841125,28946712103.600235,-6709.603126159795,19370.833570404877,20499.950422449754,149613143872.47278,8.972148973890657e+38,-1.9116985030589744e+39,-1.0144836056699087e+39,6.942480172848454e+45
1123200.0,Planet,-29545912795.310364,204295221601.91516,-17724.333624127838,-6631.977357696456,18924.458409486575,227613506195.7436,8.972148973890657e+38,-1.9116985030589744e+39,-1.0144836056699087e+39,6.942480172848454e+45
1123200.0,Perturber,237121041895.47034,-142842884487.4391,4726.30207043988,14847.37928539266,15581.482692778354,341536519805.0587,8.972148973890657e+38,-1.9116985030589744e+39,-1.0144836056699087e+39,6.942480172848454e+45
1209600.0,StarA,-80023525948.9833,-19289852463.241943,6823.918442607117,-20396.457683166173,21507.704408712285,0.0,8.97102099061728e+38,-1.9115857043208944e+39,-1.0144836052591663e+39,6.942480172848452e+45
1209600.0,StarB,61022146776.63367,30612852271.858505,-7183.7267801471025,19195.255676328263,20495.45732428079,149613374183.261,8.97102099061728e+38,-1.9115857043208944e+39,-1.0144836052591663e+39,6.942480172848452e+45
1209600.0,Planet,-31073360872.708862,203701455768.28275,-17632.047365343496,-7112.947075362029,19012.709180719557,228300771369.26492,8.97102099061728e+38,-1.9115857043208944e+39,-1.0144836052591663e+39,6.942480172848452e+45
1209600.0,Perturber,237519572809.0802,-141552792606.30035,4498.928127999671,15015.559163716569,15675.055703249647,340267315652.41223,8.97102099061728e+38,-1.9115857043208944e+39,-1.0144836052591663e+39,6.942480172848452e+45
1296000.0,StarA,-79412816375.49069,-21044680320.665043,7312.166937739566,-20222.5805229242,21503.965874496844,0.0,8.970073841732912e+38,-1.9114909890321433e+39,-1.0144836048588521e+39,6.942480172848454e+45
1296000.0,StarB,60381135987.51114,32263320262.270603,-7653.77307606237,19008.068830362292,20491.14254890751,149613141279.16534,8.970073841732912e+38,-1.9114909890321433e+39,-1.0144836048588521e+39,6.942480172848454e+45
1296000.0,Planet,-32592523375.36005,203066043527.0381,-17532.515787824617,-7596.043517555549,19107.301928082812,228949244113.53607,8.970073841732912e+38,-1.9114909890321433e+39,-1.0144836048588521e+39,6.942480172848454e+45
1296000.0,Perturber,237898452071.32788,-140248246558.5014,4271.393164419876,15181.966508740421,15771.39520263089,338963023480.6552,8.970073841732912e+38,-1.9114909890321433e+39,-1.0144836048588521e+39,6.942480172848454e+45
1382400.0,StarA,-78760107664.70848,-22783981293.351692,7796.074189182319,-20037.05727260992,21500.289228498412,0.0,8.969317275319878e+38,-1.9114153320018436e+39,-1.0144836044698558e+39,6.942480172848453e+45
1382400.0,StarB,59699699448.96197,33897117536.915367,-8119.460738461119,18809.377692131613,20487.0283801402,149612383012.10672,8.969317275319878e+38,-1.9114153320018436e+39,-1.0144836044698558e+39,6.942480172848453e+45
1382400.0,Planet,-34102768481.644196,202388793667.71323,-17425.60199967752,-8081.440141719351,19208.364839708716,229558394589.6504,8.969317275319878e+38,-1.9114153320018436e+39,-1.0144836044698558e+39,6.942480172848453e+45
1382400.0,Perturber,238257663315.7225,-138929399481.42358,4043.6402737087906,15346.601553879224,15870.387705304742,337624088719.21906,8.969317275319878e+38,-1.9114153320018436e+39,-1.0144836044698558e+39,6.942480172848453e+45
1468800.0,StarA,-78065786744.81816,-24506753904.9373,8275.366541630252,-19839.998831146615,21496.67986034663,0.0,8.968760889065039e+38,-1.911359692999529e+39,-1.014483604093025e+39,6.94248017284845e+45
1468800.0,StarB,58978225789.88504,35513254869.81797,-8580.51151564236,18599.293138302804,20483.13655460484,149611038446.14404,8.968760889065039e+38,-1.911359692999529e+39,-1.014483604093025e+39,6.94248017284845e+45
1468800.0,Planet,-35603452014.88117,201669499798.399,-17311.156788374697,-8569.314984206749,19316.037602216496,230127676757.9101,8.968760889065039e+38,-1.911359692999529e+39,-1.014483604093025e+39,6.94248017284845e+45
1468800.0,Perturber,238597185234.92944,-137596404489.44156,3815.6119897144954,15509.464590709675,15971.92495432314,336250958202.9049,8.968760889065039e+38,-1.911359692999529e+39,-1.014483604093025e+39,6.94248017284845e+45
1555200.0,StarA,-77330264051.20158,-26212006525.544277,8749.773520832156,-19631.522208948205,21493.143113706803,0.0,8.96841412273151e+38,-1.9113250160023218e+39,-1.0144836037291708e+39,6.942480172848453e+45
1555200.0,StarB,58217127545.457245,37110752879.49727,-9036.650291733815,18377.93215602202,20479.48824620481,149609047946.0609,8.96841412273151e+38,-1.9113250160023218e+39,-1.0144836037291708e+39,6.942480172848453e+45
1555200.0,Planet,-37093916350.30021,200907939931.47272,-17189.01794827963,-9059.851096491091,19430.471942721055,230656527666.02142,8.96841412273151e+38,-1.9113250160023218e+39,-1.0144836037291708e+39,6.942480172848453e+45
1555200.0,Perturber,238916991532.13123,-136249414670.84337,3587.250279994235,15670.555923823482,16075.903941396202,334844079916.795,8.96841412273151e+38,-1.9113250160023218e+39,-1.0144836037291708e+39,6.942480172848453e+45
1641600.0,StarA,-76553973246.91338,-27898757895.06425,9219.027941201824,-19411.75041802222,21489.684280422684,0.0,8.968286251303548e+38,-1.911312228509415e+39,-1.0144836033790601e+39,6.942480172848452e+45
1641600.0,StarB,57416840881.544075,38688642552.31883,-9487.60519355627,18145.41773668448,20476.10405198166,149606353262.76038,8.968286251303548e+38,-1.911312228509415e+39,-1.0144836033790601e+39,6.942480172848452e+45
1641600.0,Planet,-38573489260.7114,200103876030.4693,-17059.00953298295,-9553.237008955039,19551.83223116625,231144366664.66046,8.968286251303548e+38,-1.911312228509415e+39,-1.0144836033790601e+39,6.942480172848452e+45
1641600.0,Perturber,239217050871.71848,-134888583088.68016,3358.496536424476,15829.87582503014,16182.226905498786,333403902748.43823,8.968286251303548e+38,-1.911312228509415e+39,-1.0144836033790601e+39,6.942480172848452e+45
1728000.0,StarA,-75737370934.06264,-29566037636.96641,9682.866008695259,-19180.812362603683,21486.30859481815,0.0,8.968386378776863e+38,-1.9113222409211126e+39,-1.0144836030434264e+39,6.942480172848454e+45
1728000.0,StarB,56577825310.09455,40245965756.69277,-9933.107692494506,17901.878770281233,20473.003979302583,149602897615.54123,8.968386378776863e+38,-1.9113222409211126e+39,-1.0144836030434264e+39,6.942480172848454e+45
